Battery History (0% used, 1404 used of 256KB, 36 strings using 1752):
                    0 (9) RESET:TIME: 2017-10-24-07-22-27
    Wake lock GsmInboundSmsHandler realtime
  1013:
    Wake lock AudioMix realtime
  u0a1:
    (nothing executed)
  u0a2:
    (nothing executed)
  u0a5:
    (nothing executed)
  u0a6:
    (nothing executed)
  u0a7:
    (nothing executed)
  u0a8:
    Wake lock *vibrator* realtime
    Wake lock *launch* realtime
  u0a9:
    (nothing executed)
  u0a14:
    Wake lock RingtonePlayer realtime
    Wake lock AudioMix realtime
  u0a20:
    (nothing executed)
  u0a24:
    (nothing executed)
  u0a28:
    Wake lock *launch* realtime
  u0a30:
    (nothing executed)
  u0a33:
    Apk com.android.inputmethod.latin:
      Service com.android.inputmethod.latin.spellcheck.AndroidSpellCheckerService:
        Created for: 0ms uptime
        Starts: 0, launches: 1
  u0a36:
    Wake lock *launch* realtime
    Apk com.android.music:
      (nothing executed)
  u0a41:
    (nothing executed)
  u0a43:
    (nothing executed)
  u0a46:
    Wake lock *vibrator* realtime
    Wake lock *launch* realtime
    Wake lock bugle_background_worker_wakelock realtime
    Wake lock bugle_datamodel_service_wakelock realtime
    Apk com.android.messaging:
      (nothing executed)

